id;title;release_dates;publisher;dev;support_dev;genres;game_modes;themes;mult_modes;game_eng;series;perspective
8592;the-egyptian-prophecy;;;;;Adventure;;Educational;;;Egypt;
8593;the-elder-scrolls-iii-bloodmoon;Jun 03, 2003 - PC (Microsoft Windows);Bethesda Softworks, Ubisoft Entertainment;Bethesda Game Studios;;Role-playing (RPG);Single player;Fantasy, Historical, Sandbox;;Gamebryo;The Elder Scrolls;First person
8594;the-elder-scrolls-iii-morrowind;"May 01, 2002 - PC (Microsoft Windows); Jun 06, 2002 - Xbox";Bethesda Softworks, ZeniMax Media, Ubisoft Entertainment;Bethesda Game Studios;;Adventure, Role-playing (RPG);Single player;Action, Fantasy, Open world, Sandbox;;Gamebryo;The Elder Scrolls;First person, Third person
8595;the-elder-scrolls-iii-morrowind-game-of-the-year-edition;"Oct 31, 2003 - Xbox; Oct 31, 2003 - PC (Microsoft Windows)";Bethesda Softworks, Ubisoft Entertainment;Bethesda Game Studios;;Adventure, Role-playing (RPG);Single player;Action, Fantasy, Sandbox;;Gamebryo;The Elder Scrolls;First person, Third person
8596;the-elder-scrolls-iii-tribunal;Nov 06, 2002 - PC (Microsoft Windows);Bethesda Softworks, Ubisoft Entertainment;Bethesda Game Studios;;Role-playing (RPG);Single player;Action, Fantasy, Historical, Sandbox;;Gamebryo;The Elder Scrolls;First person, Third person
8597;the-elder-scrolls-iv-knights-of-the-nine;"Nov 21, 2006 - Xbox Live Arcade; Nov 21, 2006 - PC (Microsoft Windows)";Bethesda Softworks, Ubisoft Entertainment;Bethesda Game Studios;;Role-playing (RPG);Single player;Action, Fantasy, Historical, Open world;;Gamebryo, SpeedTree, Havok Physics, Radiant AI, FaceGen;The Elder Scrolls;First person, Third person
8598;the-elder-scrolls-iv-oblivion;"Mar 20, 2006 - PC (Microsoft Windows); Mar 20, 2006 - Xbox 360; Mar 20, 2007 - PlayStation 3";Bethesda Softworks, Spike, 2K Games;Bethesda Game Studios, 4J Studios;;Adventure, Role-playing (RPG);Single player;Action, Fantasy, Historical, Open world, Sandbox;;Gamebryo, Havok Physics, SpeedTree;The Elder Scrolls;First person, Third person
8599;the-elder-scrolls-iv-shivering-isles;"Mar 26, 2007 - PC (Microsoft Windows); Oct 16, 2007 - Xbox 360; Nov 29, 2007 - PlayStation Network; Dec 08, 2007 - PlayStation 3";Bethesda Softworks, 2K Games;Bethesda Game Studios;;Role-playing (RPG);Single player;Fantasy, Historical, Open world, Sandbox;;Gamebryo, Havok Physics, SpeedTree, Radiant AI, FaceGen;The Elder Scrolls;First person
8600;the-elder-scrolls-legends;"Mar 09, 2017 - PC (Microsoft Windows); Mar 23, 2017 - iOS; May 31, 2017 - Mac; Jun 01, 2017 - Android";Bethesda Softworks;Sparkypants Studios LLC, Dire Wolf Digital;;Strategy, Turn-based strategy (TBS);Multiplayer, Single player;Fantasy;"PC (Microsoft Windows): Offline Co-op max players: , Online Co-op max players: , Online max players: 2, Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ; Mac: Offline Co-op max players: , Online Co-op max players: , Online max players: 2, Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;;Bird view / Isometric
8601;the-elder-scrolls-online;"TBD - Google Stadia; Apr 04, 2014 - Mac; Apr 04, 2014 - PC (Microsoft Windows); Jun 09, 2015 - PlayStation 4; Jun 09, 2015 - Xbox One";Bethesda Softworks;ZeniMax Online Studios;;Role-playing (RPG);Massively Multiplayer Online (MMO), Multiplayer;Action, Fantasy, Open world;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;HeroEngine;The Elder Scrolls;First person, Third person
8602;the-elder-scrolls-online-dragonhold;"Oct 21, 2019 - Mac; Oct 21, 2019 - PC (Microsoft Windows); Nov 05, 2019 - PlayStation 4; Nov 05, 2019 - Xbox One";Bethesda Softworks;ZeniMax Online Studios;;Role-playing (RPG);Massively Multiplayer Online (MMO);Fantasy;;;The Elder Scrolls;First person, Third person
8603;the-elder-scrolls-online-elsweyr;"May 20, 2019 - Mac; May 20, 2019 - PC (Microsoft Windows); Jun 04, 2019 - PlayStation 4; Jun 04, 2019 - Xbox One";Bethesda Softworks;ZeniMax Online Studios;;Role-playing (RPG);Massively Multiplayer Online (MMO), Multiplayer;Fantasy, Open world;;;The Elder Scrolls;First person, Third person
8604;the-elder-scrolls-online-morrowind;"Jun 06, 2017 - Mac; Jun 06, 2017 - PlayStation 4; Jun 06, 2017 - Xbox One; Jun 06, 2017 - PC (Microsoft Windows)";Bethesda Softworks;ZeniMax Online Studios;;Role-playing (RPG);Co-operative, Massively Multiplayer Online (MMO), Multiplayer;Fantasy, Open world;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 200, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;The Elder Scrolls;First person, Third person
8605;the-elder-scrolls-online-summerset;"May 21, 2018 - Mac; May 21, 2018 - PC (Microsoft Windows); Jun 05, 2018 - PlayStation 4; Jun 05, 2018 - Xbox One";Bethesda Softworks;ZeniMax Online Studios;;Role-playing (RPG);Massively Multiplayer Online (MMO);Fantasy, Open world;;;The Elder Scrolls;First person, Third person
8606;the-elder-scrolls-online-tamriel-unlimited;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8607;the-elder-scrolls-v-skyrim;"Nov 11, 2011 - PlayStation 3; Nov 11, 2011 - PC (Microsoft Windows); Nov 11, 2011 - Xbox 360";Bethesda Softworks;Bethesda Game Studios;;Adventure, Role-playing (RPG);Single player;Action, Fantasy, Open world, Sandbox;;Creation Engine, Havok Physics;The Elder Scrolls;First person, Third person
8608;the-elder-scrolls-v-skyrim-dawnguard;"Jun 26, 2012 - Xbox 360; Aug 02, 2012 - PC (Microsoft Windows); Feb 26, 2013 - PlayStation 3";Bethesda Softworks;Bethesda Game Studios;;Role-playing (RPG);Single player;Fantasy, Sandbox;;Creation Engine, Havok Physics;The Elder Scrolls;First person, Third person
8609;the-elder-scrolls-v-skyrim-dragonborn;"Dec 04, 2012 - Xbox 360; Feb 05, 2013 - PC (Microsoft Windows); Feb 12, 2013 - PlayStation 3";Bethesda Softworks;Bethesda Game Studios;;Role-playing (RPG);Single player;Action, Fantasy, Sandbox;;Creation Engine, Havok Physics;The Elder Scrolls;First person, Third person
8610;the-elder-scrolls-v-skyrim-hearthfire;"Sep 04, 2012 - Xbox 360; Oct 05, 2012 - PC (Microsoft Windows); Feb 19, 2013 - PlayStation 3";Bethesda Softworks;Bethesda Game Studios;;Role-playing (RPG);Single player;Action, Fantasy;;Creation Engine, Havok Physics;The Elder Scrolls;First person, Third person
8611;the-elder-scrolls-v-skyrim-special-edition;"Oct 28, 2016 - PlayStation 4; Oct 28, 2016 - Xbox One; Oct 28, 2016 - PC (Microsoft Windows)";Bethesda Softworks;Bethesda Game Studios;;Adventure, Role-playing (RPG);Single player;Action, Fantasy, Historical, Open world, Sandbox;;Creation Engine;The Elder Scrolls;First person, Third person
8612;the-elder-scrolls-v-skyrim-vr;"Nov 17, 2017 - PlayStation 4; Apr 03, 2018 - PC (Microsoft Windows)";Bethesda Softworks;Bethesda Game Studios;;Adventure, Role-playing (RPG);Single player;Action, Fantasy, Historical, Open world, Sandbox;;;The Elder Scrolls;First person, Virtual Reality
8613;the-end-is-nigh;"Jul 12, 2017 - PC (Microsoft Windows); Aug 14, 2017 - Mac; Dec 12, 2017 - Nintendo Switch; Apr 30, 2019 - PlayStation 4";Tyler Glaiel, Edmund McMillen, Nicalis, Inc.;Tyler Glaiel, Edmund McMillen;;Adventure, Indie, Platform;Single player;Action;;;;Side view
8614;the-escapists;"Feb 13, 2015 - Xbox One; Feb 13, 2015 - PC (Microsoft Windows); May 29, 2015 - PlayStation Network; May 29, 2015 - PlayStation 4; Oct 21, 2015 - Mac; Oct 21, 2015 - Linux; Mar 02, 2017 - iOS";Team17;Mouldy Toof Studios;MP2 Games;Adventure, Indie, Puzzle, Role-playing (RPG), Simulator, Strategy;Single player;Action, Comedy, Sandbox, Stealth;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Multimedia Fusion, Unity;The Escapists;Bird view / Isometric
8615;the-escapists-2;"Aug 22, 2017 - PlayStation Network; Aug 22, 2017 - Mac; Aug 22, 2017 - PlayStation 4; Aug 22, 2017 - Xbox One; Aug 22, 2017 - Linux; Aug 22, 2017 - PC (Microsoft Windows); Jan 11, 2018 - Nintendo Switch";Team17;Mouldy Toof Studios;;Adventure, Indie, Puzzle, Role-playing (RPG), Simulator, Strategy;Co-operative, Multiplayer, Single player;Action, Stealth;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;The Escapists;Bird view / Isometric
8616;the-escapists-complete-edition;Sep 25, 2018 - Nintendo Switch;Team17;Mouldy Toof Studios;;Role-playing (RPG), Simulator, Strategy;Co-operative, Single player;;;;The Escapists;Third person
8617;the-escapists-the-walking-dead;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8618;the-eternal-castle-remastered;"Jan 05, 2019 - Linux; Jan 05, 2019 - PC (Microsoft Windows)";Playsaurus;Daniele Vicinanzo, Giulio Perrone, Leonard Menchiari;;Adventure, Indie;Co-operative, Multiplayer, Single player;Action;;;;
8619;the-evil-within;"Oct 14, 2014 - PlayStation 3; Oct 14, 2014 - PlayStation 4; Oct 14, 2014 - Xbox One; Oct 14, 2014 - PC (Microsoft Windows); Oct 14, 2014 - Xbox 360";Bethesda Softworks;Tango Gameworks;The Workshop Entertainment;Adventure, Shooter;Single player;Action, Horror, Survival;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;id Tech 5;The Evil Within;Third person
8620;the-evil-within-2;"Oct 13, 2017 - PlayStation 4; Oct 13, 2017 - Xbox One; Oct 13, 2017 - PC (Microsoft Windows)";Bethesda Softworks;Tango Gameworks;;Adventure, Role-playing (RPG), Shooter;Single player;Action, Horror;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;id Tech 5;The Evil Within;Third person
8621;the-evil-within-the-assignment;"Mar 10, 2015 - PlayStation 3; Mar 10, 2015 - PlayStation 4; Mar 10, 2015 - Xbox One; Mar 10, 2015 - PC (Microsoft Windows); Mar 10, 2015 - Xbox 360";Bethesda Softworks;Tango Gameworks;;Adventure, Role-playing (RPG);;Horror, Thriller;;id Tech 5;The Evil Within;Third person
8622;the-evil-within-the-consequence;"Apr 21, 2015 - PlayStation 3; Apr 21, 2015 - PlayStation 4; Apr 21, 2015 - Xbox One; Apr 21, 2015 - PC (Microsoft Windows); Apr 21, 2015 - Xbox 360";Bethesda Softworks;Tango Gameworks;;Adventure, Role-playing (RPG);;Horror, Thriller;;id Tech 5;The Evil Within;Third person
8623;the-evil-within-the-executioner;"May 26, 2015 - PlayStation 3; May 26, 2015 - PlayStation 4; May 26, 2015 - Xbox One; May 26, 2015 - PC (Microsoft Windows); May 26, 2015 - Xbox 360";Bethesda Softworks;Tango Gameworks;;Role-playing (RPG);Single player;Action, Horror, Survival;;id Tech 5;The Evil Within;First person
8624;the-expendables-2-videogame;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8625;the-experiment;Mar 05, 2008 - PC (Microsoft Windows);;;;Adventure;;Horror, Science fiction;;;;
8626;the-eye-of-judgment;Oct 23, 2007 - PlayStation 3;Sony Computer Entertainment, Inc. (SCEI);SCE Japan Studio;;Strategy, Turn-based strategy (TBS);Multiplayer, Single player;;;;The Eye of Judgment;
8627;the-eye-of-judgment-legends;Apr 11, 2010 - PlayStation Portable;;;;Turn-based strategy (TBS);;Action;;;The Eye of Judgment;
8628;the-fall;"May 30, 2014 - Mac; May 30, 2014 - Linux; May 30, 2014 - PC (Microsoft Windows); Aug 26, 2014 - Wii U; Jul 14, 2015 - PlayStation Network; Jul 14, 2015 - PlayStation 4; Jul 14, 2015 - Xbox One; May 10, 2018 - Nintendo Switch";Over The Moon;Over The Moon;;Adventure, Indie, Platform, Puzzle;Single player;Action, Science fiction;;;The Fall;Side view
8629;the-fall-of-the-dungeon-guardians;"Nov 06, 2015 - Mac; Nov 06, 2015 - Linux; Nov 06, 2015 - PC (Microsoft Windows)";Mana Games;Mana Games;;Indie, Real Time Strategy (RTS), Role-playing (RPG), Strategy;Single player;Fantasy;;Unity;;First person
8630;the-fall-part-2-unbound;"Dec 31, 2017 - Wii U; Feb 13, 2018 - Mac; Feb 13, 2018 - PlayStation 4; Feb 13, 2018 - Xbox One; Feb 13, 2018 - Linux; Feb 13, 2018 - PC (Microsoft Windows); Feb 13, 2018 - Nintendo Switch";Over The Moon;Over The Moon;;Adventure, Indie;Single player;Action;;;The Fall;Side view
8631;the-fancy-pants-adventures;"Mar 03, 2011 - Xbox 360; Apr 19, 2011 - PlayStation 3";;;;Adventure, Platform, Strategy;;Action, Comedy;Xbox 360: Offline Co-op max players: 4, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;The Fancy Pants Adventures;
8632;the-fast-and-the-furious;Dec 26, 2006 - PlayStation 2;;;;Racing;;;;;The Fast and The Furious;
8633;the-fidelio-incident;May 23, 2017 - PC (Microsoft Windows);Act 3 Games;Act 3 Games;;Adventure, Indie;Single player;Drama;;Unreal Engine 4;;First person
8634;the-fight-lights-out;Nov 04, 2010 - PlayStation 3;Sony Computer Entertainment, Inc. (SCEI);ColdWood Interactive;;Fighting;Multiplayer, Single player, Split screen;Action;;;;
8635;the-final-station;"Aug 30, 2016 - Mac; Aug 30, 2016 - PlayStation 4; Aug 30, 2016 - Xbox One; Aug 30, 2016 - Linux; Aug 30, 2016 - PC (Microsoft Windows); Feb 23, 2018 - Nintendo Switch";tinyBuild;Do My Best Games;;Adventure, Indie, Shooter, Simulator;Single player;Action, Survival;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;Side view
8636;the-first-templar;"May 06, 2011 - PC (Microsoft Windows); May 06, 2011 - Xbox 360";Kalypso Media, FX Interactive;Haemimont Games;;Adventure, Role-playing (RPG);Co-operative, Multiplayer, Single player;Action, Fantasy, Historical;"PC (Microsoft Windows): Offline Co-op max players: 2, Online Co-op max players: 2, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen  yes, Drop in/out  yes; Xbox 360: Offline Co-op max players: 2, Online Co-op max players: 2, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen  yes, Drop in/out  yes";;;
8637;the-flame-in-the-flood;"Feb 24, 2016 - Mac; Feb 24, 2016 - Xbox One; Feb 24, 2016 - PC (Microsoft Windows); Jan 17, 2017 - PlayStation 4; Oct 12, 2017 - Nintendo Switch";The Molasses Flood;The Molasses Flood;;Adventure, Indie;Single player;Action, Survival;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Unreal Engine;;Third person
8638;the-flame-in-the-flood-complete-edition;"Jan 17, 2017 - PlayStation Network; Jan 17, 2017 - PlayStation 4; Oct 12, 2017 - Nintendo Switch";The Molasses Flood, Curve Digital;The Molasses Flood, The Molasses Flood;;Adventure, Indie, Simulator;Single player;Action, Survival;;;;Third person
8639;the-forbidden-arts;"Aug 07, 2019 - Xbox One; Aug 07, 2019 - PC (Microsoft Windows); Aug 07, 2019 - Nintendo Switch";;;;Adventure, Indie;Single player;Action;;;;
8640;the-forest;"Apr 30, 2018 - PC (Microsoft Windows); Nov 06, 2018 - PlayStation 4";Endnight Games Ltd;Endnight Games Ltd;;Adventure, Indie, Puzzle, Simulator, Strategy;Co-operative, Multiplayer, Single player;Action, Horror, Open world, Survival;;Unity;;First person, Virtual Reality
8641;the-franz-kafka-videogame;Apr 06, 2017 - PC (Microsoft Windows);Daedalic Entertainment;mif2000;;Adventure, Indie, Point-and-click, Puzzle;Single player;;;;;
8642;the-friends-of-ringo-ishikawa;"May 17, 2018 - Mac; May 17, 2018 - PC (Microsoft Windows); Apr 04, 2019 - Nintendo Switch";yeo;yeo;;Adventure, Indie, Role-playing (RPG);Single player;Action;;;;Side view
8643;the-gardens-between;"Sep 20, 2018 - Mac; Sep 20, 2018 - PlayStation 4; Sep 20, 2018 - PC (Microsoft Windows); Sep 20, 2018 - Nintendo Switch; Nov 30, 2018 - Xbox One";The Voxel Agents;The Voxel Agents;;Adventure, Indie, Puzzle;Single player;Fantasy, Mystery;;Unity;;Side view, Third person
8644;the-getaway;Dec 11, 2002 - PlayStation 2;Sony Computer Entertainment of America, Sony Computer Entertainment Europe, Capcom;Team Soho;;Racing, Shooter;Single player;Action, Open world;;Kinetica;The Getaway;Third person
8645;the-getaway-black-monday;Nov 12, 2004 - PlayStation 2;Sony Computer Entertainment Europe, Sony Computer Entertainment of America, Sega;SCE London Studio;;Racing, Shooter;Single player;Action, Open world;;Kinetica;The Getaway;Third person
8646;the-gladiators-the-galactic-circus-games;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8647;the-godfather;Dec 31, 1992 - Amiga;U.S. Gold;;;Shooter;Single player;Action;;;The Godfather;First person, Side view
8648;the-godfather-blackhand-edition;Mar 23, 2007 - Wii;Electronic Arts;;;Adventure, Fighting, Racing, Shooter;;Action, Open world;;;The Godfather;
8649;the-godfather-ii;"Apr 07, 2009 - PlayStation 3; Apr 07, 2009 - Xbox; Apr 07, 2009 - PC (Microsoft Windows)";Electronic Arts;EA Redwood Shores;;Adventure, Shooter;Multiplayer, Single player;Action;;;;First person, Third person
8650;the-godfather-mob-wars;Oct 19, 2006 - PlayStation Portable;;;;Adventure, Fighting, Racing, Shooter;;Action, Open world;;;The Godfather;
8651;the-golden-compass;"Nov 30, 2007 - PlayStation 2; Nov 30, 2007 - PlayStation 3; Nov 30, 2007 - Wii; Nov 30, 2007 - PlayStation Portable; Nov 30, 2007 - PC (Microsoft Windows); Nov 30, 2007 - Xbox 360; Nov 30, 2007 - Nintendo DS";Sega;Shiny Entertainment, A2M;;Adventure;Multiplayer, Single player;Action;;;;
8652;the-golden-horde;;;;;;;;;;;
8653;the-golf-club;"Aug 19, 2014 - Xbox One; Aug 19, 2014 - PC (Microsoft Windows); Aug 26, 2014 - PlayStation Network; Aug 26, 2014 - PlayStation 4";HB Studios, Maximum Games;HB Studios;;Simulator, Sport;Multiplayer, Single player;;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 4, Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Unity;The Golf Club;Third person
8654;the-golf-club-2;"Jun 27, 2017 - PlayStation 4; Jun 27, 2017 - Xbox One; Jun 27, 2017 - PC (Microsoft Windows)";Maximum Games;HB Studios;;Simulator, Sport;Multiplayer, Single player;;;Unity;The Golf Club;Third person
8655;the-golf-club-2019-featuring-pga-tour;"Aug 28, 2018 - PlayStation 4; Aug 28, 2018 - Xbox One; Aug 28, 2018 - PC (Microsoft Windows)";2K Games;HB Studios;;Indie, Simulator, Sport, Strategy;Co-operative, Multiplayer, Single player;;;;The Golf Club;Bird view / Isometric, Third person
8656;the-great-escap;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8657;the-great-escape;"Jul 23, 2003 - PlayStation 2; Jul 23, 2003 - Xbox; Jul 23, 2003 - PC (Microsoft Windows)";Gotham Games, SCi Games, Marvelous Entertainment;Pivotal Games;;Adventure, Indie, Shooter;Single player;Action, Stealth;;;;
8658;the-great-perhaps;"Aug 14, 2019 - Mac; Aug 14, 2019 - Linux; Aug 14, 2019 - PC (Microsoft Windows)";Daedalic Entertainment;Caligari Game;;Adventure, Indie;Single player;;;;;
8659;the-guest;Mar 10, 2016 - PC (Microsoft Windows);505 Games;Team Gotham;;Adventure, Indie, Puzzle;Single player;Mystery;;;;First person
8660;the-guided-fate-paradox;Jan 24, 2013 - PlayStation 3;Nippon Ichi Software, NIS America;Nippon Ichi Software;;Role-playing (RPG), Strategy;Single player;Action, Fantasy;;;;Bird view / Isometric
8661;the-guild-2;"Sep 29, 2006 - PC (Microsoft Windows); Oct 12, 2006 - Linux";JoWooD Entertainment AG, Deep Silver;4HEAD Studios;;Real Time Strategy (RTS), Simulator, Strategy;Multiplayer, Single player;Historical;;;The Guild;Bird view / Isometric, Third person
8662;the-gunstringer;Sep 13, 2011 - Xbox 360;Microsoft Studios;Twisted Pixel Games;;Adventure, Shooter;Co-operative, Single player;Action;Xbox 360: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;;Side view, Third person
8663;the-guy-game;"Aug 30, 2004 - PlayStation 2; Aug 30, 2004 - Xbox; Aug 30, 2004 - PC (Microsoft Windows)";Gathering of Developers;Top Heavy Studios;;Puzzle, Quiz/Trivia, Strategy;Single player, Split screen;Comedy, Educational, Erotic;;;;
8664;the-hardy-boys-the-hidden-theft;"Sep 30, 2008 - PC (Microsoft Windows); Dec 29, 2009 - Wii";DreamCatcher Interactive;XPEC;;Adventure, Point-and-click, Puzzle;Single player;Mystery;;;The Hardy Boys;
8665;the-hardy-boys-treasure-on-the-tracks;;DreamCatcher Games;;;Adventure;;;;;The Hardy Boys;
8666;the-haunted-mansion;"Oct 14, 2003 - PlayStation 2; Oct 14, 2003 - Xbox; Oct 14, 2003 - Nintendo GameCube";TDK Mediactive;High Voltage Software;;Adventure;Single player;Action, Horror, Survival;;;;Third person
8667;the-history-channel-battle-for-the-pacific;"Nov 30, 2007 - PlayStation 2; Nov 30, 2007 - PlayStation 3; Nov 30, 2007 - Wii; Nov 30, 2007 - PC (Microsoft Windows); Nov 30, 2007 - Xbox 360";Activision Value;Cauldron HQ;;Shooter;Multiplayer, Single player, Split screen;Historical;;;History Channel;First person
8668;the-history-channel-civil-war-a-nation-divided;"Nov 07, 2006 - PlayStation 2; Nov 07, 2006 - PC (Microsoft Windows); Nov 07, 2006 - Xbox 360";Activision Value;Cauldron HQ;;Shooter;Single player;Historical;;;;First person
8669;the-history-channel-great-battles-of-rome;Jun 08, 2007 - PC (Microsoft Windows);Slitherine Software UK Ltd., cdv Software Entertainment, Black Bean Games;Slitherine Software UK Ltd.;;Real Time Strategy (RTS), Strategy;Multiplayer, Single player;Educational, Historical;;;The History Channel;Bird view / Isometric
8670;the-hobbit;"Oct 24, 2003 - PlayStation 2; Oct 24, 2003 - Game Boy Advance; Oct 24, 2003 - Xbox; Oct 24, 2003 - Nintendo GameCube; Oct 24, 2003 - PC (Microsoft Windows)";Sierra Entertainment, Vivendi Universal, Saffire;Saffire, Inevitable Entertainment;;Adventure, Platform;Single player;Action, Fantasy;;;The Lord of the Rings;Third person
8671;the-hong-kong-massacre;"Jan 22, 2019 - PC (Microsoft Windows); Jan 29, 2019 - PlayStation 4";Vreski Games;Vreski Games;;Indie, Shooter;Single player;Action;;;;Bird view / Isometric
8672;the-house-of-the-dead-4;May 17, 2012 - PlayStation 3;;;;Shooter;;Horror;PlayStation 3: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;House of the Dead;
8673;the-house-of-the-dead-iii;"Oct 22, 2002 - PlayStation Network; Oct 22, 2002 - Arcade; Oct 22, 2002 - Xbox; Dec 31, 2004 - PC (Microsoft Windows)";Sega;WOW Entertainment;;Shooter;Single player, Split screen;Action, Fantasy, Historical, Horror, Science fiction;PlayStation 3: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;The House of The Dead;First person
8674;the-house-of-the-dead-overkill;"Feb 10, 2009 - Wii; Feb 23, 2012 - PlayStation 3; Apr 25, 2013 - Android; Apr 25, 2013 - iOS; Oct 29, 2013 - PC (Microsoft Windows)";Sega;Headstrong Games, Modern Dreams;;Shooter;Co-operative, Single player;Action, Comedy, Horror;All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;The House of The Dead;First person
8675;the-house-of-the-dead-overkill-extended-cut;Nov 25, 2011 - PlayStation 3;;;;Arcade, Shooter;;Action;;;;
8676;thehunter-call-of-the-wild;"Feb 16, 2017 - PC (Microsoft Windows); Oct 02, 2017 - Xbox One";Avalanche Studios;Expansive Worlds;;Adventure, Shooter, Simulator, Sport;Co-operative, Multiplayer, Single player;Action;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 8, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;theHunter;First person
8677;the-hustle-detroit-streets;;;;;Sport;;;;;;
8678;the-immortals-of-terra-a-perry-rhodan-adventure;Jul 03, 2008 - PC (Microsoft Windows);Deep Silver, Viva Media;Braingame;;Adventure, Point-and-click;Single player;Science fiction;;;;Side view
8679;the-impossible-game;"May 09, 2014 - Mac; May 09, 2014 - Linux; May 09, 2014 - PC (Microsoft Windows)";FlukeDuke;Grip Games;;Indie, Platform;Single player;;;;;Side view
8680;the-incredible-adventures-of-van-helsing;"May 22, 2013 - PC (Microsoft Windows); Nov 20, 2013 - Mac; Dec 01, 2015 - Xbox One; Mar 01, 2017 - PlayStation 4";NeoCore Games;NeoCore Games;;Adventure, Indie, Role-playing (RPG), Strategy;Co-operative, Multiplayer, Single player;Action, Fantasy, Horror;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;The Incredible Adventures of Van Helsing;Bird view / Isometric
8681;the-incredible-adventures-of-van-helsing-extended-edition;Mar 01, 2017 - PlayStation Network;NeocoreGames;;;Role-playing (RPG);;;;;;
